paper_id	catalog_title	preprint_title	publication_title	arxiv_id	arxiv_version	publication_doi	relation_status
P0148	Faster, Deeper, Easier: Crowdsourcing Diagnosis of Microservice Kernel Failure from User Space	Faster, deeper, easier: crowdsourcing diagnosis of microservice kernel failure from user space				10.1145/3460319.3464805	no_publication_relation_verified
P0149	DeCaf: Diagnosing and Triaging Performance Issues in Large-Scale Cloud Services	DeCaf: diagnosing and triaging performance issues in large-scale cloud services				10.1145/3377813.3381353	no_publication_relation_verified
P0150	Mining Historical Test Logs to Predict Bugs and Localize Faults in the Test Logs	Mining Historical Test Logs to Predict Bugs and Localize Faults in the Test Logs				10.1109/icse.2019.00031	no_publication_relation_verified
P0151	Spectrum-Based Log Diagnosis	Spectrum-Based Log Diagnosis				10.1145/3382494.3410684	no_publication_relation_verified
P0152	Digging Deeper into Cluster System Logs for Failure Prediction and Root Cause Diagnosis	Digging deeper into cluster system logs for failure prediction and root cause diagnosis				10.1109/cluster.2014.6968768	no_publication_relation_verified
P0153	TraceDiag: Adaptive, Interpretable, and Efficient Root Cause Analysis on Large-Scale Microservice Systems	TraceDiag: Adaptive, Interpretable, and Efficient Root Cause Analysis on Large-Scale Microservice Systems		2310.18740	1		no_publication_relation_verified
P0154	ImpactTracer: Root Cause Localization in Microservices Based on Fault Propagation Modeling	ImpactTracer: Root Cause Localization in Microservices Based on Fault Propagation Modeling				10.23919/date56975.2023.10137078	no_publication_relation_verified
P0155	Localizing and Explaining Faults in Microservices Using Distributed Tracing	Localizing and Explaining Faults in Microservices Using Distributed Tracing				10.1109/cloud55607.2022.00072	no_publication_relation_verified
P0156	MicroSketch: Lightweight and Adaptive Sketch based Performance Issue Detection and Localization in Microservice Systems	MicroSketch: Lightweight and Adaptive Sketch Based Performance Issue Detection and Localization in Microservice Systems				10.1007/978-3-031-20984-0_15	no_publication_relation_verified
P0157	Enjoy your observability: an industrial survey of microservice tracing and analysis	Enjoy your observability: an industrial survey of microservice tracing and analysis				10.1007/s10664-021-10063-9	no_publication_relation_verified
P0158	Practical Root Cause Localization for Microservice Systems via Trace Analysis	Practical Root Cause Localization for Microservice Systems via Trace Analysis				10.1109/iwqos52092.2021.9521340	no_publication_relation_verified
P0159	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing					no_publication_relation_verified
P0160	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments				10.1145/3442381.3449905	no_publication_relation_verified
P0161	Scalable Statistical Root Cause Analysis on App Telemetry	Scalable Statistical Root Cause Analysis on App Telemetry		2010.09974	2		no_publication_relation_verified
P0162	TraceRank: Abnormal service localization with dis-aggregated end-to-end tracing data in cloud native systems	TraceRank: Abnormal service localization with dis‐aggregated end‐to‐end tracing data in cloud native systems				10.1002/smr.2413	no_publication_relation_verified
P0163	T-Rank: A Lightweight Spectrum based Fault Localization Approach for Microservice Systems	T-Rank:A Lightweight Spectrum based Fault Localization Approach for Microservice Systems				10.1109/ccgrid51090.2021.00051	no_publication_relation_verified
P0164	The Inflection Point Hypothesis: A Principled Debugging Approach for Locating the Root Cause of a Failure	The inflection point hypothesis: a principled debugging approach for locating the root cause of a failure				10.1145/3341301.3359650	no_publication_relation_verified
P0165	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems				10.1145/3296957.3177161	no_publication_relation_verified
P0166	Troubleshooting Transiently-Recurring Errors in Production Systems with Blame-Proportional Logging	Troubleshooting {Transiently-Recurring} Errors in Production Systems with {Blame-Proportional} Logging					no_publication_relation_verified
P0167	Failure Diagnosis for Distributed Systems using Targeted Fault Injection	Failure Diagnosis for Distributed Systems using Targeted Fault Injection				10.1109/tpds.2016.2575829	no_publication_relation_verified
P0168	The Mystery Machine: End-to-end performance analysis of large-scale Internet services	The Mystery Machine: End-to-end Performance Analysis of Large-scale Internet Services					no_publication_relation_verified
P0169	Using Magpie for request extraction and workload modelling	Using Magpie for request extraction and workload modelling					no_publication_relation_verified
P0170	Path-Based Failure and Evolution Management	Path-Based Failure and Evolution Management					no_publication_relation_verified
P0171	Pinpoint: Problem Determination in Large, Dynamic Internet Services	Pinpoint: Problem Determination in Large, Dynamic, Internet Services				10.1109/dsn.2002.1029005	no_publication_relation_verified
P0172	CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms	CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms		2111.03753	1		no_publication_relation_verified
P0173	Robust Failure Diagnosis of Microservice System through Multimodal Data	Robust Failure Diagnosis of Microservice System through Multimodal Data		2302.10512	2		no_publication_relation_verified
P0174	Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data	Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data		2302.05092	1		no_publication_relation_verified
P0175	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting				10.1007/978-3-031-14923-8_15	no_publication_relation_verified
P0176	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems				10.1109/tse.2023.3241299	no_publication_relation_verified
P0177	PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis	PerfSig: extracting performance bug signatures via multi-modality causal analysis				10.1145/3510003.3510110	no_publication_relation_verified
P0178	Multi-source Distributed System Data for AI-Powered Analytics	Multi-source Distributed System Data for AI-Powered Analytics				10.1007/978-3-030-44769-4_13	no_publication_relation_verified
P0179	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry				10.1145/3605573.3605622	no_publication_relation_verified
P0180	Microscope: Queue-based Performance Diagnosis for Network Functions	Microscope: Queue-based Performance Diagnosis for Network Functions				10.1145/3387514.3405876	no_publication_relation_verified
P0181	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance				10.1145/2934872.2934910	no_publication_relation_verified
P0182	Online Summarizing Alerts through Semantic and Behavior Information	Online summarizing alerts through semantic and behavior information				10.1145/3510003.3510055	no_publication_relation_verified
P0183	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems				10.1109/infocom41043.2020.9155219	no_publication_relation_verified
P0184	Unveiling clusters of events for alert and incident management in large-scale enterprise IT	Unveiling clusters of events for alert and incident management in large-scale enterprise it				10.1145/2623330.2623360	no_publication_relation_verified
P0185	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems				10.1145/3643728	no_publication_relation_verified
P0186	How to diagnose nanosecond network latencies in rich end-host stacks	How to diagnose nanosecond network latencies in rich end-host stacks					no_publication_relation_verified
P0187	Profiling Distributed Systems in Lightweight Virtualized Environments with Logs and Resource Metrics	Profiling distributed systems in lightweight virtualized environments with logs and resource metrics				10.1145/3208040.3208044	no_publication_relation_verified
P0188	Non-Intrusive Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle	{Non-Intrusive} Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle					no_publication_relation_verified
P0189	Operating System Profiling via Latency Analysis						no_publication_relation_verified
P0190	Dense Text Retrieval based on Pretrained Language Models: A Survey	Dense Text Retrieval based on Pretrained Language Models: A Survey		2211.14876	1		no_publication_relation_verified
P0191	Pretrained Transformers for Text Ranking: BERT and Beyond	Pretrained Transformers for Text Ranking: BERT and Beyond		2010.06467	3		no_publication_relation_verified
P0192	Semantic Models for the First-stage Retrieval: A Comprehensive Review	Semantic Models for the First-stage Retrieval: A Comprehensive Review		2103.04831	4		no_publication_relation_verified
P0193	Pre-training Methods in Information Retrieval	Pre-training Methods in Information Retrieval		2111.13853	3		no_publication_relation_verified
P0194	A Deep Look into Neural Ranking Models for Information Retrieval	A Deep Look into Neural Ranking Models for Information Retrieval		1903.06902	3		no_publication_relation_verified
P0195	Lecture Notes on Neural Information Retrieval	Lecture Notes on Neural Information Retrieval		2207.13443	2		no_publication_relation_verified
P0196	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey		2208.03197	1		no_publication_relation_verified
P0197	Poly-encoders: Transformer Architectures and Pre-training Strategies for Fast and Accurate Multi-sentence Scoring	Poly-encoders: Transformer Architectures and Pre-training Strategies for Fast and Accurate Multi-sentence Scoring		1905.01969	4		no_publication_relation_verified
P0198	Sparse, Dense, and Attentional Representations for Text Retrieval	Sparse, Dense, and Attentional Representations for Text Retrieval		2005.00181	3		no_publication_relation_verified
