source_row	final_paper_id	original_title	input_url	observed_title
R0147	P0147	iDice: Problem Identification for Emerging Issues	https://hongyujohn.github.io/iDice.pdf	iDice: Problem Identification for Emerging Issues
R0148	P0148	Faster, Deeper, Easier: Crowdsourcing Diagnosis of Microservice Kernel Failure from User Space	https://doi.org/10.1145/3460319.3464805	Faster, Deeper, Easier: Crowdsourcing Diagnosis of Microservice Kernel Failure from User Space
R0149	P0149	DeCaf: Diagnosing and Triaging Performance Issues in Large-Scale Cloud Services	https://doi.org/10.1145/3377813.3381353	DeCaf: Diagnosing and Triaging Performance Issues in Large-Scale Cloud Services
R0150	P0150	Mining Historical Test Logs to Predict Bugs and Localize Faults in the Test Logs	https://doi.org/10.1109/ICSE.2019.00031	Mining Historical Test Logs to Predict Bugs and Localize Faults in the Test Logs
R0151	P0151	Spectrum-Based Log Diagnosis	https://doi.org/10.1145/3382494.3410684	Spectrum-Based Log Diagnosis
R0152	P0152	Digging Deeper into Cluster System Logs for Failure Prediction and Root Cause Diagnosis	https://ieeexplore.ieee.org/document/6968768	Digging Deeper into Cluster System Logs for Failure Prediction and Root Cause Diagnosis
R0153	P0153	TraceDiag: Adaptive, Interpretable, and Efficient Root Cause Analysis on Large-Scale Microservice Systems	https://arxiv.org/abs/2310.18740	TraceDiag: Adaptive, Interpretable, and Efficient Root Cause Analysis on Large-Scale Microservice Systems
R0154	P0154	ImpactTracer: Root Cause Localization in Microservices Based on Fault Propagation Modeling	https://ieeexplore.ieee.org/document/10137078	ImpactTracer: Root Cause Localization in Microservices Based on Fault Propagation Modeling
R0155	P0155	Localizing and Explaining Faults in Microservices Using Distributed Tracing	https://ieeexplore.ieee.org/document/9860589/	Localizing and Explaining Faults in Microservices Using Distributed Tracing
R0156	P0156	MicroSketch: Lightweight and Adaptive Sketch based Performance Issue Detection and Localization in Microservice Systems	https://yuxiaoba.github.io/publication/microsketch22/microsketch22.pdf	MicroSketch: Lightweight and Adaptive Sketch based Performance Issue Detection and Localization in Microservice Systems
R0157	P0157	Enjoy your observability: an industrial survey of microservice tracing and analysis	https://doi.org/10.1007/s10664-021-10063-9	Enjoy your observability: an industrial survey of microservice tracing and analysis
R0158	P0158	Practical Root Cause Localization for Microservice Systems via Trace Analysis	https://netman.aiops.org/wp-content/uploads/2021/05/1570705191.pdf	Practical Root Cause Localization for Microservice Systems via Trace Analysis
R0159	P0159	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing	https://www.usenix.org/system/files/atc21-weng.pdf	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing
R0160	P0160	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments	https://doi.org/10.1145/3442381.3449905	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments
R0161	P0161	Scalable Statistical Root Cause Analysis on App Telemetry	https://arxiv.org/abs/2010.09974	Scalable Statistical Root Cause Analysis on App Telemetry
R0162	P0162	TraceRank: Abnormal service localization with dis-aggregated end-to-end tracing data in cloud native systems	https://doi.org/10.1002/smr.2413	TraceRank: Abnormal service localization with dis-aggregated end-to-end tracing data in cloud native systems
R0163	P0163	T-Rank: A Lightweight Spectrum based Fault Localization Approach for Microservice Systems	https://ieeexplore.ieee.org/abstract/document/9499404	T-Rank: A Lightweight Spectrum based Fault Localization Approach for Microservice Systems
R0164	P0164	The Inflection Point Hypothesis: A Principled Debugging Approach for Locating the Root Cause of a Failure	https://doi.org/10.1145/3341301.3359650	The Inflection Point Hypothesis: A Principled Debugging Approach for Locating the Root Cause of a Failure
R0165	P0165	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems	https://doi.org/10.1145/3296957.3177161	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems
R0166	P0166	Troubleshooting Transiently-Recurring Problems in Production Systems with Blame-Proportional Logging	https://www.usenix.org/conference/atc18/presentation/luo	Troubleshooting Transiently-Recurring Errors in Production Systems with Blame-Proportional Logging
R0167	P0167	Failure Diagnosis for Distributed Systems using Targeted Fault Injection	https://ieeexplore.ieee.org/document/7484300/	Failure Diagnosis for Distributed Systems using Targeted Fault Injection
R0168	P0168	The Mystery Machine: End-to-end performance analysis of large-scale Internet services	https://www.usenix.org/system/files/conference/osdi14/osdi14-paper-chow.pdf	The Mystery Machine: End-to-end performance analysis of large-scale Internet services
R0169	P0169	Using Magpie for request extraction and workload modelling	https://www.cs.columbia.edu/~junfeng/17sp-e6121/papers/magpie.pdf	Using Magpie for request extraction and workload modelling
R0170	P0170	Path-Based Failure and Evolution Management	https://people.eecs.berkeley.edu/~brewer/papers/nsdi2004_chen_paths.pdf	Path-Based Failure and Evolution Management
R0171	P0171	Pinpoint: Problem Determination in Large, Dynamic Internet Services	https://ieeexplore.ieee.org/document/1029005	Pinpoint: Problem Determination in Large, Dynamic Internet Services
R0172	P0172	CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms	https://arxiv.org/abs/2111.03753	CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms
R0173	P0173	Robust Failure Diagnosis of Microservice System through Multimodal Data	https://arxiv.org/abs/2302.10512	Robust Failure Diagnosis of Microservice System through Multimodal Data
R0174	P0174	Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data	https://arxiv.org/abs/2302.05092	Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data
R0175	P0175	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting	https://doi.org/10.1007/978-3-031-14923-8_15	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting
R0176	P0176	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems	https://ieeexplore.ieee.org/document/10034937/	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems
R0177	P0177	PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis	https://jhe16.github.io/files/ICSE22.pdf	PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis
R0178	P0178	Multi-source Distributed System Data for AI-Powered Analytics	https://doi.org/10.1007/978-3-030-44769-4_13	Multi-source Distributed System Data for AI-Powered Analytics
R0179	P0179	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry	https://yuxiaoba.github.io/publication/mars23/mars23.pdf	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry
R0180	P0180	Microscope: Queue-based Performance Diagnosis for Network Functions	https://doi.org/10.1145/3387514.3405876	Microscope: Queue-based Performance Diagnosis for Network Functions
R0181	P0181	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance	https://doi.org/10.1145/2934872.2934910	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance
R0182	P0182	Online Summarizing Alerts through Semantic and Behavior Information	https://doi.org/10.1145/3510003.3510055	Online Summarizing Alerts through Semantic and Behavior Information
R0183	P0183	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems	https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems
R0184	P0184	Unveiling clusters of events for alert and incident management in large-scale enterprise IT	https://doi.org/10.1145/2623330.2623360	Unveiling clusters of events for alert and incident management in large-scale enterprise IT
R0185	P0185	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems	https://yuxiaoba.github.io/publication/changerca24/changerca24.pdf	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems
R0186	P0186	How to diagnose nanosecond network latencies in rich end-host stacks	https://www.usenix.org/conference/nsdi22/presentation/haecki	How to diagnose nanosecond network latencies in rich end-host stacks
R0187	P0187	Profiling Distributed Systems in Lightweight Virtualized Environments with Logs and Resource Metrics	https://doi.org/10.1145/3208040.3208044	Profiling Distributed Systems in Lightweight Virtualized Environments with Logs and Resource Metrics
R0188	P0188	Non-Intrusive Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle	https://www.usenix.org/conference/osdi16/technical-sessions/presentation/zhao	Non-Intrusive Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle
R0189	P0189	Operating System Profiling via Latency Analysis	https://doi.org/10.5555/1298455.1298465	Operating System Profiling via Latency Analysis
R0190	P0190	Dense Text Retrieval based on Pretrained Language Models: A Survey	https://arxiv.org/abs/2211.14876	Dense Text Retrieval based on Pretrained Language Models: A Survey
R0191	P0191	Pretrained Transformers for Text Ranking: BERT and Beyond	https://arxiv.org/abs/2010.06467	Pretrained Transformers for Text Ranking: BERT and Beyond
R0192	P0192	Semantic Models for the First-stage Retrieval: A Comprehensive Review	https://arxiv.org/abs/2103.04831	Semantic Models for the First-stage Retrieval: A Comprehensive Review
R0193	P0193	Pre-training Methods in Information Retrieval	https://arxiv.org/abs/2111.13853	Pre-training Methods in Information Retrieval
R0194	P0194	A Deep Look into Neural Ranking Models for Information Retrieval	https://arxiv.org/abs/1903.06902	A Deep Look into Neural Ranking Models for Information Retrieval
R0195	P0195	Lecture Notes on Neural Information Retrieval	https://arxiv.org/abs/2207.13443	Lecture Notes on Neural Information Retrieval
R0196	P0196	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey	https://arxiv.org/abs/2208.03197	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey
R0197	P0197	Poly-encoders: Architectures and pre-training strategies for fast and accurate multi-sentence scoring	https://arxiv.org/abs/1905.01969	Poly-encoders: Transformer Architectures and Pre-training Strategies for Fast and Accurate Multi-sentence Scoring
R0198	P0198	Sparse, Dense, and Attentional Representations for Text Retrieval	https://arxiv.org/abs/2005.00181	Sparse, Dense, and Attentional Representations for Text Retrieval
R0199	P0199	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	https://arxiv.org/abs/2004.12832	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT
R0200	P0200	Query Embedding Pruning for Dense Retrieval	https://arxiv.org/abs/2108.10341	Query Embedding Pruning for Dense Retrieval
R0201	P0201	Context-Aware Term Weighting For First Stage Passage Retrieval	https://doi.org/10.1145/3397271.3401204	Context-Aware Term Weighting For First Stage Passage Retrieval
R0202	P0202	Context-Aware Document Term Weighting for Ad-Hoc Search	https://doi.org/10.1145/3366423.3380258	Context-Aware Document Term Weighting for Ad-Hoc Search
R0203	P0203	DC-BERT: Decoupling Question and Document for Efficient Contextual Encoding	https://arxiv.org/abs/2002.12591	DC-BERT: Decoupling Question and Document for Efficient Contextual Encoding
R0204	P0204	Real-Time Open-Domain Question Answering with Dense-Sparse Phrase Index	https://arxiv.org/abs/1906.05807	Real-Time Open-Domain Question Answering with Dense-Sparse Phrase Index
R0205	P0205	Learning Dense Representations of Phrases at Scale	https://arxiv.org/abs/2012.12624	Learning Dense Representations of Phrases at Scale
R0206	P0206	Phrase Retrieval Learns Passage Retrieval, Too	https://arxiv.org/abs/2109.08133	Phrase Retrieval Learns Passage Retrieval, Too
R0207	P0207	Dense Hierarchical Retrieval for Open-Domain Question Answering	https://arxiv.org/abs/2110.15439	Dense Hierarchical Retrieval for Open-Domain Question Answering
R0208	P0208	The Curse of Dense Low-Dimensional Information Retrieval for Large Index Sizes	https://arxiv.org/abs/2012.14210	The Curse of Dense Low-Dimensional Information Retrieval for Large Index Sizes
R0209	P0209	Predicting Efficiency/Effectiveness Trade-offs for Dense vs. Sparse Retrieval Strategy Selection	https://arxiv.org/abs/2109.10739	Predicting Efficiency/Effectiveness Trade-offs for Dense vs. Sparse Retrieval Strategy Selection
R0210	P0210	Boosted Dense Retriever	https://arxiv.org/abs/2112.07771	Boosted Dense Retriever
R0211	P0211	PARM: A Paragraph Aggregation Retrieval Model for Dense Document-to-Document Retrieval	https://arxiv.org/abs/2201.01614	PARM: A Paragraph Aggregation Retrieval Model for Dense Document-to-Document Retrieval
